"","length_own","length_matdis","length_bond","length_illchild","length_illparent","length_illspouse","resp_len","unaffordable","recStatePay","weight"
"1059",0,0,0,0,0,0,0,NA,NA,120205.713250069
"1647",15,0,0,0,0,0,1,NA,NA,63827.6078382522
"1480",0,0,0,0,0,0,0,NA,NA,21945.189148111
"645",0,0,0,0,0,0,0,NA,NA,19690.8808154027
"2573",0,0,0,0,0,0,0,0,NA,16304.9202722109
"996",0,0,0,0,0,0,1,NA,0,53714.2007264146
"2212",23,0,0,0,0,0,0,NA,0,12805.6001974415
"1615",0,0,0,0,0,0,0,NA,NA,39295.8600412964
"1947",0,0,0,0,0,0,1,NA,0,27776.4132019714
"1401",6,0,0,0,0,0,0,NA,0,41362.2888429584
"1044",0,0,0,0,0,0,0,NA,NA,25268.1865605162
"729",0,0,0,0,0,0,0,NA,0,10358.2913090233
"572",0,0,0,10,0,0,1,NA,0,7266.18147688511
"2504",0,60,0,0,0,0,1,NA,0,11566.0427003039
"1309",30,0,0,0,0,0,0,NA,0,13196.5722266931
"1387",0,0,0,0,0,0,0,0,NA,16047.1523047248
"1618",0,0,0,0,0,0,0,NA,NA,66001.4051654603
"1805",6,0,0,0,0,0,0,1,0,8111.66777141428
"1624",0,0,0,0,0,3,0,NA,0,9921.61452430036
"466",5,0,0,0,0,0,1,0,NA,16867.5476815576
"1804",0,0,0,0,0,0,0,NA,NA,66204.5253255822
"883",0,0,0,0,0,0,0,0,NA,11084.1439543376
"1166",261,0,0,0,0,0,1,NA,0,20566.824587384
"1529",0,0,0,0,0,0,0,NA,NA,12959.6663778611
"2621",0,0,0,0,0,0,0,NA,NA,41944.9590479132
"1680",30,0,0,0,0,0,1,NA,0,10368.7746352238
"1484",30,0,0,0,0,0,0,NA,0,10339.8610895059
"1923",0,0,40,0,0,0,0,NA,0,19209.6425612239
"1330",0,0,0,0,0,0,0,NA,NA,48497.7136655046
"1357",0,0,0,0,0,10,0,NA,0,12807.1936466059
"1506",0,0,0,0,0,0,0,NA,1,16289.7400048186
"1317",0,0,0,0,0,0,0,0,NA,20787.8222032299
"863",0,0,0,0,0,0,0,0,NA,18151.027154021
"1380",40,0,0,0,0,0,1,1,0,17243.8586340888
"1752",4,0,0,0,0,0,0,NA,0,13647.0794816273
"1747",0,0,0,0,0,0,0,NA,NA,63551.2849153803
"628",50,0,0,0,0,0,0,NA,0,9476.94932929168
"565",0,0,0,0,0,0,0,NA,NA,8989.29550192572
"807",0,0,0,0,0,0,0,NA,NA,68758.5497707567
"2351",0,0,0,0,0,0,0,NA,NA,142856.713676836
"1657",25,0,0,0,0,0,1,0,0,21745.7624588561
"40",0,0,0,0,0,0,0,NA,NA,199049.474495682
"155",5,0,0,0,0,0,0,1,0,15346.0563652886
"1096",3,0,0,0,0,0,0,0,0,14939.3790204942
"1725",20,0,0,0,0,0,0,1,0,13551.337526019
"440",0,0,0,0,0,0,0,0,NA,11473.6478835334
"1371",0,0,0,0,0,0,0,NA,NA,21806.4450935262
"2705",0,0,0,0,0,0,0,NA,NA,103962.97456982
"168",0,0,0,0,0,0,0,NA,NA,59247.1280599839
"246",0,0,0,0,0,0,0,NA,NA,95652.9599840585
"2049",0,0,0,0,0,0,0,NA,NA,70931.0847947786
"1606",6,0,0,0,0,0,1,NA,0,19829.0080079097
"1064",0,0,0,0,0,0,0,NA,NA,56300.1648971722
"2274",6,0,0,0,0,0,0,NA,NA,12255.9781943485
"2804",0,0,0,0,0,0,0,NA,NA,79294.7163563179
"1986",10,0,0,0,0,0,0,NA,0,9047.4394297413
"1097",0,0,0,0,0,0,1,NA,0,13647.0794816273
"2650",0,0,0,0,0,0,0,NA,NA,334493.393870968
"1082",0,0,0,0,0,0,0,NA,NA,8076.26717244968
"908",15,0,0,0,0,0,1,NA,0,8363.77065283337
"1810",0,0,0,0,0,0,1,1,NA,6763.09590914658
"195",0,0,0,0,0,0,0,NA,NA,32014.7012431231
"1076",0,0,0,0,0,0,0,NA,NA,52932.3753134823
"959",0,0,0,0,0,0,0,0,NA,11837.9562257319
"1653",110,0,0,0,0,0,0,NA,0,12325.9167894237
"280",0,0,15,0,0,0,1,NA,0,9411.52228965812
"369",10,0,0,0,0,0,0,NA,0,10104.3863217563
"2553",0,0,0,4,0,0,0,NA,1,9923.10650954326
"1772",NA,0,0,0,0,0,1,NA,0,13593.3175056754
"456",0,0,0,0,0,0,0,NA,NA,16634.8258969725
"2456",0,0,0,0,0,0,0,0,NA,7392.87374736632
"788",90,0,0,0,0,0,0,NA,0,11614.4068528167
"2103",0,0,0,0,0,0,0,NA,NA,48696.7290060404
"801",0,0,30,0,0,0,1,NA,0,12210.0228524898
"2251",0,0,0,0,0,0,0,NA,NA,108347.061033513
"2179",0,0,0,0,0,0,0,NA,NA,105660.232733915
"1825",0,0,0,0,0,0,0,NA,NA,29113.2671104459
"859",0,0,0,0,25,0,1,NA,0,8219.4246978862
"166",50,0,0,0,0,0,0,NA,0,5268.31216870064
"2697",0,0,0,0,0,0,0,NA,NA,18418.4670547066
"1642",203,0,0,0,0,0,0,NA,0,7101.216006081
"794",0,0,0,0,0,0,1,1,NA,11131.553704147
"816",0,0,0,0,0,0,0,NA,NA,134690.143133341
"2149",0,0,0,0,0,0,0,NA,NA,60993.3964054344
"939",0,0,0,0,0,0,0,NA,NA,68536.953410583
"1784",23,0,0,0,0,0,0,NA,0,18843.9207640506
"1314",2,0,0,0,0,0,1,NA,0,12531.832573457
"1374",0,0,0,0,0,0,0,NA,NA,78350.3036447075
"1400",90,0,0,0,0,0,0,0,1,15651.3477451603
"83",5,0,0,0,0,0,0,NA,1,3866.5133793207
"1316",180,0,0,0,0,0,0,NA,0,16340.5800548416
"1248",40,0,0,0,0,0,1,NA,0,17326.9354609242
"2762",NA,NA,NA,NA,NA,0,0,NA,0,26536.3224920083
"658",0,0,0,0,0,0,0,0,NA,10407.6805491879
"2325",0,0,0,0,0,0,1,NA,0,9590.95160366833
"2746",0,0,0,0,0,0,0,NA,NA,86473.6057718595
"2552",0,0,0,0,5,0,1,NA,0,10368.7746352238
"1956",30,0,0,0,0,0,0,NA,0,21567.3658406692
"683",0,0,0,0,0,0,0,NA,NA,81913.2894587033
"1046",0,0,0,0,0,0,0,NA,NA,43330.1673101199
"9",0,0,0,0,0,0,0,NA,NA,14008.8570782595
"1761",0,0,0,0,0,0,1,NA,0,22531.3998487547
"647",0,0,0,0,0,0,0,0,NA,11562.2955867601
"1499",158,0,0,0,0,0,0,NA,0,40092.076153862
"327",0,0,0,0,0,0,0,NA,NA,11552.7878103482
"2607",0,0,0,0,0,0,0,NA,NA,292732.411132736
"2795",45,0,0,0,0,0,0,NA,0,20884.9450919346
"247",90,0,0,0,0,0,0,NA,0,8486.05263100762
"1018",0,0,0,0,0,0,0,NA,NA,45386.0073092313
"668",0,0,0,0,0,5,0,NA,0,4091.44062746239
"793",0,0,30,0,0,0,0,NA,0,36086.7455304198
"2500",0,0,0,0,0,0,0,NA,NA,129400.808904688
"1247",68,0,0,0,0,0,1,NA,0,12164.2096876335
"2694",20,0,0,0,0,0,1,NA,0,29655.2270152843
"98",0,0,0,0,0,0,0,NA,NA,16592.6422878866
"2452",0,0,0,0,0,0,0,NA,NA,69625.7276702026
"2119",0,0,0,0,0,0,0,NA,NA,50912.8043905863
"1331",0,0,0,0,0,0,1,1,NA,9606.77856654345
"1811",0,0,0,0,0,0,0,NA,NA,5595.4721518183
"1231",0,0,0,135,0,0,0,NA,0,10568.5057549408
"765",0,0,0,0,0,0,0,NA,NA,25474.9066955641
"42",0,0,0,0,0,0,0,0,NA,8581.73318199383
"577",0,0,0,0,0,0,0,NA,NA,58045.8908821488
"2345",55,0,0,0,0,0,0,NA,0,10918.3234857818
"1859",0,0,0,0,0,0,0,NA,NA,69619.2797423627
"1175",45,0,0,0,0,0,1,NA,0,15307.2702993459
"2825",0,0,0,0,0,0,0,NA,NA,130713.022299872
"2828",0,0,0,0,0,20,1,NA,0,19824.8474414704
"1277",0,0,0,0,7,0,1,0,0,10537.6689870764
"133",0,0,3,0,0,0,1,NA,0,87793.9488419124
"2649",0,0,0,0,20,0,1,NA,0,10421.4064822768
"1676",0,0,0,0,0,0,0,NA,0,28315.4623035463
"164",25,0,0,0,0,0,0,NA,0,10918.3234857818
"1349",113,0,0,0,0,0,0,NA,0,8624.37778345928
"2314",0,0,0,0,0,0,0,NA,NA,6909.13770845338
"2468",0,0,0,4,0,0,0,NA,1,12614.5423582696
"1084",0,0,0,0,0,0,0,NA,NA,121531.653465693
"1213",0,0,0,0,0,0,0,NA,NA,202640.380386607
"2153",0,0,0,0,0,0,0,NA,0,12390.5858803654
"1069",10,0,0,0,0,0,0,NA,0,18944.6885103641
"2579",0,0,0,0,0,0,0,NA,NA,111817.055629634
"1569",0,0,0,0,0,0,0,NA,NA,11436.9799549521
"25",35,0,0,0,0,0,0,0,0,15459.7041012919
"706",0,0,5,0,0,0,0,NA,0,56804.5585468731
"1832",0,0,0,0,0,0,0,NA,NA,37736.7431078623
"1038",0,0,0,0,0,0,0,NA,NA,127848.421897142
"379",0,60,0,0,0,0,0,NA,0,23401.8199665181
"1461",0,0,0,0,0,0,0,NA,NA,152282.639988974
"1699",0,0,0,0,0,0,0,NA,NA,30255.9246203873
"2815",0,0,30,0,0,0,1,NA,0,12024.886176763
"134",0,0,0,0,0,0,0,NA,NA,102280.334704666
"1638",10,0,0,0,0,0,0,0,0,7577.92032115708
"264",0,0,0,0,0,1,0,0,0,14285.6699767864
"2002",35,0,0,0,0,0,1,0,1,44450.8428249984
"1197",0,0,0,0,0,0,0,NA,NA,48215.5142365261
"15",0,0,0,0,0,0,0,NA,NA,37234.6530551207
"1259",0,0,0,0,0,0,0,NA,NA,15819.573335996
"1843",0,0,0,0,0,0,0,0,NA,245130.939086304
"1808",15,0,0,0,0,0,1,NA,0,10340.7565844356
"79",0,0,0,0,0,0,0,NA,NA,325744.353134412
"779",0,0,0,0,0,0,0,NA,NA,117940.369254586
"2130",0,0,0,0,0,0,0,NA,NA,10421.4064822768
"1665",0,0,0,0,0,0,0,NA,0,69052.1781681499
